PMCID,Field,JSON_Value,TSV_Value
PMC9134927,publication/authors,"The authors who contributed to this article are:

- Coley RY
- Simon GE
- Shortreed SM
- Lynch FL
- Rossom RC
- Beck A
- Oliver M
- Johnson E
- Rutter C

The specific contributions of each author are not detailed in the provided information.","Coley RY, Walker RL, Cruz M, Simon GE, Shortreed SM"
PMC9134927,publication/journal,Biom J.,Biometrical journal. Biometrische Zeitschrift
PMC9134927,publication/year,2022,2021
PMC9134927,publication/doi,Not enough information is available.,10.1002/bimj.202000199
PMC10156426,publication/title,"Machine learning classification of placental villous infarction, perivillous fibrin deposition, and intervillous thrombus","Machine learning classification of placental villous infarction, perivillous fibrin deposition, and intervillous thrombus."
PMC10156426,publication/authors,"The authors who contributed to this article are Jeffery A. Goldstein, Ramin Nateghi, Ismail Irmakci, and Lee A. D. Cooper. Jeffery A. Goldstein, who is affiliated with the Department of Pathology at Northwestern University, conceived of the work, designed the study, selected patients, scanned the slides, performed the experiments, analyzed the data, drafted the manuscript, edited the manuscript, and is responsible for the integrity of the data, findings, and analyses. Ramin Nateghi, Ismail Irmakci, and Lee A. D. Cooper, who is affiliated with the McCormick School of Engineering at Northwestern University, contributed to the technique and tool development. Lee A. D. Cooper also edited the manuscript.","Goldstein JA, Nateghi R, Irmakci I, Cooper LAD"
PMC6718190,publication/title,Not enough information is available.,Artificial intelligence detection of distal radius fractures: a comparison between the convolutional neural network and professional assessments.
PMC6718190,publication/authors,Not enough information is available.,"Gan K, Xu D, Lin Y, Shen Y, Zhang T, Hu K, Zhou K, Bi M, Pan L, Wu W, Liu Y"
PMC6718190,publication/journal,Acta Orthopaedica,Acta orthopaedica
PMC8785554,publication/title,"Development of a novel combined nomogram model integrating deep learning-pathomics, radiomics and immunoscore to predict postoperative outcome of colorectal cancer lung metastasis patients","Development of a novel combined nomogram model integrating deep learning-pathomics, radiomics and immunoscore to predict postoperative outcome of colorectal cancer lung metastasis patients."
PMC8785554,publication/authors,"The authors who contributed to this article are:

Renjie Wang, Weixing Dai, Jing Gong, Mingzhu Huang, and Tingdan Hu contributed equally to this work. Their contributions include the development of methodology, acquisition of data, analysis and interpretation of data, and manuscript writing.

Hang Li, Kailin Lin, and Cong Tan contributed to the acquisition of data.

Hong Hu, Tong Tong, and Guoxiang Cai contributed to the conception and design of the study, manuscript revision, and study supervision.

The corresponding authors are Hong Hu, Tong Tong, and Guoxiang Cai.","Wang R, Dai W, Gong J, Huang M, Hu T, Li H, Lin K, Tan C, Hu H, Tong T, Cai G"
PMC8785554,publication/journal,Journal of Hematology & Oncology,Journal of hematology & oncology
PMC8785554,publication/doi,https://doi.org/10.1186/s13045-022-01225-3,10.1186/s13045-022-01225-3
PMC9723999,publication/title,Chest pain stratification using machine learning,Risk stratification of patients who present with chest pain and have normal troponins using a machine learning model.
PMC9723999,publication/authors,"The authors who contributed to this article are Muhammad Shafiq, Diego Robles Mazzotti, and Cheryl Gibson.

Muhammad Shafiq was involved in all aspects of this study, including but not limited to study design, data collection, data analyses, and writing of the abstract and manuscript. Diego Robles Mazzotti was involved in study design, data collection, and data analyses. Cheryl Gibson assisted in writing the abstract and manuscript.","Shafiq M, Mazzotti DR, Gibson C"
PMC9723999,publication/journal,World Journal of Cardiology,World journal of cardiology
PMC9723999,publication/doi,Not enough information is available.,10.4330/wjc.v14.i11.565
PMC9925982,publication/title,Not enough information is available.,Multiclassifier Radiomics Analysis of Ultrasound for Prediction of Extrathyroidal Extension in Papillary Thyroid Carcinoma in Children.
PMC9925982,publication/authors,"The authors who contributed to this article are Jie Li, Xi Wei, Qiang Zhao, Xiaoqing Wang, Fan Tong Xia, and Yan Jin. Jie Li, Xi Wei, and Qiang Zhao were responsible for designing the study. Xiaoqing Wang handled the case collection. Jie Li, Fan Tong Xia, and Yan Jin analyzed and interpreted the data. Fan Tong Xia drafted the manuscript, which was then revised by Jie Li and Qiang Zhao. All authors read and approved the final manuscript.","Li J, Xia F, Wang X, Jin Y, Yan J, Wei X, Zhao Q"
PMC9925982,publication/journal,Not enough information is available,International journal of medical sciences
PMC9925982,publication/doi,Not enough information is available.,10.7150/ijms.79758
PMC6329797,publication/title,Predicting responses to platin chemotherapy agents with biochemically-inspired machine learning,Predicting responses to platin chemotherapy agents with biochemically-inspired machine learning.
PMC6329797,publication/authors,"The authors who contributed to the article are:

Eliseos J. Mucaki, who performed the analyses and wrote the manuscript.

Jonathan Z. L. Zhao, who performed the analyses.

Daniel J. Lizotte, who designed the methodology.

Peter K. Rogan, who designed the methodology and wrote the manuscript.

Additionally, Katherina Baranova contributed to the initial cisplatin gene signatures, and Dimo Angelov developed automated feature selection. Murray Junop commented on the manuscript.","Mucaki EJ, Zhao JZL, Lizotte DJ, Rogan PK"
PMC6329797,publication/journal,Signal Transduction and Targeted Therapy,Signal transduction and targeted therapy
PMC6329797,publication/doi,https://doi.org/10.1038/s41392-018-0034-5,10.1038/s41392-018-0034-5
PMC10403241,publication/title,Not enough information is available.,Unified Architecture Adaptation for Compressed Domain Semantic Inference.
PMC10403241,publication/authors,"The authors who contributed to this article are Zhihao Duan, Zhan Ma, and Fengqing Zhu.

Zhihao Duan is a Ph.D. student in the Video and Image Processing Laboratory at Purdue University. His research interest lies in the intersection of image processing, computer vision, and machine learning. Specifically, he is working towards a unified system for image compression and object recognition.

Zhan Ma is a Full Professor in the School of Electronic Science and Engineering at Nanjing University. His research focuses include learned image/video coding and computational imaging. He has been awarded several prestigious awards, including the 2018 PCM Best Paper Finalist, 2019 IEEE Broadcast Technology Society Best Paper Award, and 2020 IEEE MMSP Grand Challenge Best Image Coding Solution.

Fengqing Zhu is an Associate Professor of Electrical and Computer Engineering at Purdue University. Her research interests include image processing, computer vision, video compression, and digital health. Prior to joining Purdue, she was a Staff Researcher at Futurewei Technologies.","Duan Z, Ma Z, Zhu F"
PMC10403241,publication/journal,IEEE Transactions on Circuits and Systems for Video Technology,IEEE transactions on circuits and systems for video technology : a publication of the Circuits and Systems Society
PMC10403241,publication/doi,Not enough information is available.,10.1109/tcsvt.2023.3240391
PMC6560734,publication/title,Cardiovascular epigenetics in type 2 diabetes mellitus: a machine-learning approach to identify novel biomarkers,Machine-learning to stratify diabetic patients using novel cardiac biomarkers and integrative genomics.
PMC6560734,publication/authors,"The authors contributing to the article are:

- **Quinn A. Hathaway** - Contributed to designing research studies, conducting experiments, acquiring data, analyzing data, and writing the manuscript. Had full access to all the data in the study and takes responsibility for the integrity of the data and the accuracy of the data analysis.

- **Sara M. Rutter** - Contributed to designing research studies, analyzing data, and writing the manuscript.

- **Michael V. Pyle** - Contributed to designing research studies, conducting experiments, acquiring data, and analyzing data.

- **J. Matthew Haggerty** - Contributed to designing research studies, analyzing data, and writing the manuscript.

- **Amit K. Kaushik** - Conducted experiments.

- **A. J. Dodd** - Conducted experiments.

- **G. K. Frazier** - Conducted experiments.

- **A. D. Tatum** - Conducted experiments.

- **A. P. Garg** - Conducted experiments.

- **T. B. Clark** - Analyzed data.

- **J. H. Gentry** - Analyzed data.

- **G. A. Albright** - Analyzed data.

- **David C. Stump** - Wrote the manuscript.

- **C. C. Chen** - Performed surgical procedures.

- **J. L. Anderson** - Wrote the manuscript.

All authors read and approved the final manuscript.","Hathaway QA, Roth SM, Pinti MV, Sprando DC, Kunovac A, Durr AJ, Cook CC, Fink GK, Cheuvront TB, Grossman JH, Aljahli GA, Taylor AD, Giromini AP, Allen JL, Hollander JM"
PMC6560734,publication/journal,Cardiovasc Diabetol,Cardiovascular diabetology
PMC6560734,publication/doi,Not enough information is available.,10.1186/s12933-019-0879-0
PMC8359992,publication/title,Artificial Intelligence for Unstructured Healthcare Data: Application to Coding of Patient Reporting of Adverse Drug Reactions,Artificial Intelligence for Unstructured Healthcare Data: Application to Coding of Patient Reporting of Adverse Drug Reactions.
